row_number,event_type,health_score,status,description,is_accurate
7080,WARNING,80.41,HEALTHY,Critical tool wear (201min),false
7081,WARNING,78.56,HEALTHY,Critical tool wear (203min),false
7082,WARNING,77.55,HEALTHY,Critical tool wear (205min),false
7083,WARNING,79.44,HEALTHY,Critical tool wear (207min),false
7084,FAILURE_CONFIRMED,71.33,HEALTHY,Critical tool wear (209min),true
7085,WARNING,70.76,HEALTHY,Critical tool wear (211min),false
7086,WARNING,78.44,HEALTHY,Critical tool wear (213min),false
7087,WARNING,66.53,WARNING,Critical tool wear (215min),false
7088,FAILURE_CONFIRMED,75.92,HEALTHY,Critical tool wear (217min),true
7126,WARNING,81.97,HEALTHY,Multi-factor degradation detected,false
7137,WARNING,77.50,HEALTHY,Multi-factor degradation detected,false
7158,WARNING,84.18,HEALTHY,Multi-factor degradation detected,false
7159,WARNING,81.50,HEALTHY,Multi-factor degradation detected,false
7160,WARNING,83.52,HEALTHY,Multi-factor degradation detected,false
7161,WARNING,83.09,HEALTHY,Multi-factor degradation detected,false
7162,WARNING,82.53,HEALTHY,Multi-factor degradation detected,false
7163,WARNING,82.18,HEALTHY,Multi-factor degradation detected,false
7164,WARNING,81.91,HEALTHY,Multi-factor degradation detected,false
7165,WARNING,81.34,HEALTHY,Multi-factor degradation detected,false
7166,WARNING,79.20,HEALTHY,Critical tool wear (201min),false
7167,WARNING,80.38,HEALTHY,Critical tool wear (203min),false
7168,FAILURE_CONFIRMED,72.27,HEALTHY,Critical tool wear (206min),true
7189,WARNING,90.48,HEALTHY,Multi-factor degradation detected,false
7194,WARNING,89.22,HEALTHY,Multi-factor degradation detected,false
7203,WARNING,85.75,HEALTHY,Multi-factor degradation detected,false
7223,WARNING,76.42,HEALTHY,Multi-factor degradation detected,false
7241,WARNING,78.56,HEALTHY,Multi-factor degradation detected,false
7242,WARNING,84.33,HEALTHY,Multi-factor degradation detected,false
7243,WARNING,81.71,HEALTHY,Multi-factor degradation detected,false
7244,WARNING,80.78,HEALTHY,Multi-factor degradation detected,false
7245,WARNING,78.33,HEALTHY,Multi-factor degradation detected,false
7246,WARNING,80.66,HEALTHY,Multi-factor degradation detected,false
7247,WARNING,79.67,HEALTHY,Multi-factor degradation detected,false
7248,WARNING,78.95,HEALTHY,Multi-factor degradation detected,false
7249,WARNING,76.93,HEALTHY,Critical tool wear (202min),false
7250,WARNING,80.48,HEALTHY,Critical tool wear (204min),false
7251,WARNING,79.95,HEALTHY,Critical tool wear (206min),false
7252,WARNING,79.34,HEALTHY,Critical tool wear (209min),false
7253,WARNING,78.78,HEALTHY,Critical tool wear (212min),false
7254,WARNING,77.81,HEALTHY,Critical tool wear (217min),false
7255,WARNING,77.50,HEALTHY,Critical tool wear (219min),false
7256,WARNING,73.78,HEALTHY,Critical tool wear (221min),false
7273,WARNING,90.37,HEALTHY,Multi-factor degradation detected,false
7281,FAILURE_CONFIRMED,86.26,HEALTHY,Multi-factor degradation detected,true
7284,WARNING,89.15,HEALTHY,Multi-factor degradation detected,false
7285,WARNING,88.54,HEALTHY,Multi-factor degradation detected,false
7286,WARNING,84.67,HEALTHY,Multi-factor degradation detected,false
7296,WARNING,83.56,HEALTHY,Multi-factor degradation detected,false
7328,WARNING,83.96,HEALTHY,Multi-factor degradation detected,false
7329,WARNING,83.39,HEALTHY,Multi-factor degradation detected,false
7330,WARNING,81.79,HEALTHY,Multi-factor degradation detected,false
7331,WARNING,82.72,HEALTHY,Multi-factor degradation detected,false
7332,WARNING,80.46,HEALTHY,Multi-factor degradation detected,false
7333,WARNING,73.40,HEALTHY,Multi-factor degradation detected,false
7334,WARNING,78.56,HEALTHY,Critical tool wear (201min),false
7335,WARNING,78.54,HEALTHY,Critical tool wear (204min),false
7336,WARNING,78.11,HEALTHY,Critical tool wear (206min),false
7337,WARNING,79.59,HEALTHY,Critical tool wear (208min),false
7338,WARNING,77.19,HEALTHY,Critical tool wear (213min),false
7339,WARNING,78.41,HEALTHY,Critical tool wear (215min),false
7346,WARNING,91.19,HEALTHY,Multi-factor degradation detected,false
7368,WARNING,88.22,HEALTHY,Multi-factor degradation detected,false
7413,WARNING,82.65,HEALTHY,Multi-factor degradation detected,false
7414,WARNING,83.64,HEALTHY,Multi-factor degradation detected,false
7415,WARNING,81.66,HEALTHY,Multi-factor degradation detected,false
7416,WARNING,82.72,HEALTHY,Multi-factor degradation detected,false
7417,WARNING,82.38,HEALTHY,Multi-factor degradation detected,false
7418,WARNING,81.81,HEALTHY,Multi-factor degradation detected,false
7419,WARNING,81.20,HEALTHY,Multi-factor degradation detected,false
7420,WARNING,80.72,HEALTHY,Multi-factor degradation detected,false
7421,WARNING,80.41,HEALTHY,Critical tool wear (201min),false
7422,WARNING,78.34,HEALTHY,Critical tool wear (203min),false
7423,WARNING,79.62,HEALTHY,Critical tool wear (206min),false
7424,WARNING,77.70,HEALTHY,Critical tool wear (208min),false
7425,WARNING,76.90,HEALTHY,Critical tool wear (210min),false
7426,WARNING,70.30,HEALTHY,Critical tool wear (213min),false
7427,FAILURE_CONFIRMED,75.80,HEALTHY,Critical tool wear (216min),true
7432,WARNING,90.38,HEALTHY,Multi-factor degradation detected,false
7445,WARNING,90.10,HEALTHY,Multi-factor degradation detected,false
7474,WARNING,78.12,HEALTHY,Multi-factor degradation detected,false
7492,WARNING,79.60,HEALTHY,Multi-factor degradation detected,false
7498,WARNING,82.36,HEALTHY,Multi-factor degradation detected,false
7499,WARNING,79.44,HEALTHY,Multi-factor degradation detected,false
7500,WARNING,78.60,HEALTHY,Multi-factor degradation detected,false
7501,WARNING,80.22,HEALTHY,Multi-factor degradation detected,false
7502,WARNING,80.19,HEALTHY,Multi-factor degradation detected,false
7503,WARNING,79.67,HEALTHY,Multi-factor degradation detected,false
7504,WARNING,78.67,HEALTHY,Multi-factor degradation detected,false
7505,WARNING,80.08,HEALTHY,Critical tool wear (201min),false
7506,WARNING,79.64,HEALTHY,Critical tool wear (203min),false
7507,WARNING,79.29,HEALTHY,Critical tool wear (205min),false
7508,WARNING,75.20,HEALTHY,Critical tool wear (207min),false
7509,WARNING,74.81,HEALTHY,Critical tool wear (209min),false
7510,FAILURE_CONFIRMED,70.50,HEALTHY,Critical tool wear (212min),true
7511,FAILURE_CONFIRMED,77.75,HEALTHY,Critical tool wear (214min),true
7516,WARNING,91.46,HEALTHY,Multi-factor degradation detected,false
7517,WARNING,89.90,HEALTHY,Multi-factor degradation detected,false
7532,WARNING,91.80,HEALTHY,Multi-factor degradation detected,false
7538,WARNING,87.20,HEALTHY,Multi-factor degradation detected,false
7556,WARNING,79.57,HEALTHY,Multi-factor degradation detected,false
7560,WARNING,79.05,HEALTHY,Multi-factor degradation detected,false
7563,WARNING,77.81,HEALTHY,Multi-factor degradation detected,false
7565,FAILURE_CONFIRMED,74.82,HEALTHY,Multi-factor degradation detected,true
7570,FAILURE_CONFIRMED,70.22,HEALTHY,Multi-factor degradation detected,true
7580,WARNING,78.95,HEALTHY,Multi-factor degradation detected,false
7582,WARNING,78.25,HEALTHY,Multi-factor degradation detected,false
7584,WARNING,81.74,HEALTHY,Multi-factor degradation detected,false
7585,WARNING,82.75,HEALTHY,Multi-factor degradation detected,false
7586,WARNING,80.46,HEALTHY,Multi-factor degradation detected,false
7587,WARNING,82.09,HEALTHY,Multi-factor degradation detected,false
7588,WARNING,79.35,HEALTHY,Multi-factor degradation detected,false
7589,WARNING,70.62,HEALTHY,Rotational speed anomaly (2013rpm),false
7590,WARNING,76.89,HEALTHY,Multi-factor degradation detected,false
7591,WARNING,79.34,HEALTHY,Multi-factor degradation detected,false
7592,FAILURE_CONFIRMED,70.94,HEALTHY,Critical tool wear (202min),true
7593,WARNING,79.55,HEALTHY,Critical tool wear (205min),false
7594,FAILURE_CONFIRMED,69.00,WARNING,Critical tool wear (208min),true
7602,WARNING,90.23,HEALTHY,Multi-factor degradation detected,false
7607,WARNING,91.69,HEALTHY,Multi-factor degradation detected,false
7630,WARNING,81.67,HEALTHY,Multi-factor degradation detected,false
7642,WARNING,80.10,HEALTHY,Multi-factor degradation detected,false
7651,WARNING,75.60,HEALTHY,Multi-factor degradation detected,false
7659,WARNING,81.08,HEALTHY,Multi-factor degradation detected,false
7667,WARNING,81.36,HEALTHY,Multi-factor degradation detected,false
7668,WARNING,82.81,HEALTHY,Multi-factor degradation detected,false
7669,WARNING,82.42,HEALTHY,Multi-factor degradation detected,false
7670,FAILURE_CONFIRMED,75.78,HEALTHY,Multi-factor degradation detected,true
7671,WARNING,81.85,HEALTHY,Multi-factor degradation detected,false
7672,WARNING,79.49,HEALTHY,Multi-factor degradation detected,false
7673,WARNING,69.98,WARNING,Rotational speed anomaly (2141rpm),false
7674,WARNING,80.45,HEALTHY,Multi-factor degradation detected,false
7675,WARNING,78.40,HEALTHY,Critical tool wear (202min),false
7676,WARNING,78.27,HEALTHY,Critical tool wear (204min),false
7677,WARNING,77.37,HEALTHY,Critical tool wear (206min),false
7678,WARNING,76.59,HEALTHY,Critical tool wear (208min),false
7679,WARNING,76.30,HEALTHY,Critical tool wear (210min),false
7680,WARNING,76.29,HEALTHY,Critical tool wear (213min),false
7681,WARNING,77.51,HEALTHY,Critical tool wear (215min),false
7682,WARNING,77.12,HEALTHY,Critical tool wear (217min),false
7683,WARNING,75.05,HEALTHY,Critical tool wear (219min),false
7684,WARNING,76.29,HEALTHY,Critical tool wear (222min),false
7685,WARNING,75.90,HEALTHY,Critical tool wear (224min),false
7686,WARNING,75.36,HEALTHY,Critical tool wear (227min),false
7687,WARNING,75.06,HEALTHY,Critical tool wear (229min),false
7688,FAILURE_CONFIRMED,63.64,WARNING,Critical tool wear (232min),true
7692,WARNING,91.56,HEALTHY,Multi-factor degradation detected,false
7697,WARNING,88.68,HEALTHY,Multi-factor degradation detected,false
7701,WARNING,89.86,HEALTHY,Multi-factor degradation detected,false
7712,WARNING,87.98,HEALTHY,Multi-factor degradation detected,false
7730,WARNING,78.89,HEALTHY,Multi-factor degradation detected,false
7736,WARNING,76.27,HEALTHY,Multi-factor degradation detected,false
7737,WARNING,80.65,HEALTHY,Multi-factor degradation detected,false
7739,WARNING,71.61,HEALTHY,Multi-factor degradation detected,false
7743,WARNING,81.79,HEALTHY,Multi-factor degradation detected,false
7745,WARNING,81.04,HEALTHY,Multi-factor degradation detected,false
7748,WARNING,79.72,HEALTHY,Multi-factor degradation detected,false
7754,WARNING,83.35,HEALTHY,Multi-factor degradation detected,false
7755,WARNING,82.91,HEALTHY,Multi-factor degradation detected,false
7756,WARNING,80.78,HEALTHY,Multi-factor degradation detected,false
7757,FAILURE_CONFIRMED,75.52,HEALTHY,Multi-factor degradation detected,true
7758,WARNING,77.91,HEALTHY,Multi-factor degradation detected,false
7759,WARNING,79.18,HEALTHY,Multi-factor degradation detected,false
7760,FAILURE_CONFIRMED,72.77,HEALTHY,Multi-factor degradation detected,true
7761,WARNING,78.79,HEALTHY,Multi-factor degradation detected,false
7762,WARNING,76.48,HEALTHY,Critical tool wear (203min),false
7764,FAILURE_CONFIRMED,86.45,HEALTHY,Multi-factor degradation detected,true
7766,WARNING,91.62,HEALTHY,Multi-factor degradation detected,false
7785,WARNING,89.00,HEALTHY,Multi-factor degradation detected,false
7795,WARNING,86.07,HEALTHY,Multi-factor degradation detected,false
7803,WARNING,82.66,HEALTHY,Multi-factor degradation detected,false
7827,WARNING,77.41,HEALTHY,Multi-factor degradation detected,false
7833,WARNING,83.58,HEALTHY,Multi-factor degradation detected,false
7834,WARNING,83.23,HEALTHY,Multi-factor degradation detected,false
7835,WARNING,81.55,HEALTHY,Multi-factor degradation detected,false
7836,WARNING,81.15,HEALTHY,Multi-factor degradation detected,false
7837,WARNING,80.88,HEALTHY,Multi-factor degradation detected,false
7838,WARNING,79.94,HEALTHY,Multi-factor degradation detected,false
7839,WARNING,79.53,HEALTHY,Multi-factor degradation detected,false
7840,WARNING,79.35,HEALTHY,Multi-factor degradation detected,false
7841,WARNING,78.85,HEALTHY,Multi-factor degradation detected,false
7842,WARNING,78.81,HEALTHY,Critical tool wear (201min),false
7843,WARNING,78.25,HEALTHY,Critical tool wear (203min),false
7844,WARNING,77.88,HEALTHY,Critical tool wear (205min),false
7845,WARNING,79.04,HEALTHY,Critical tool wear (208min),false
7846,WARNING,70.56,HEALTHY,Critical tool wear (210min),false
7847,WARNING,77.07,HEALTHY,Critical tool wear (212min),false
7848,WARNING,75.81,HEALTHY,Critical tool wear (215min),false
7849,WARNING,77.45,HEALTHY,Critical tool wear (217min),false
7850,FAILURE_CONFIRMED,74.88,HEALTHY,Critical tool wear (222min),true
7854,WARNING,91.59,HEALTHY,Multi-factor degradation detected,false
7865,WARNING,91.41,HEALTHY,Multi-factor degradation detected,false
7871,WARNING,93.85,HEALTHY,Multi-factor degradation detected,false
7872,WARNING,94.69,HEALTHY,Multi-factor degradation detected,false
7873,WARNING,96.76,HEALTHY,Multi-factor degradation detected,false
7874,WARNING,96.33,HEALTHY,Multi-factor degradation detected,false
7875,WARNING,96.01,HEALTHY,Multi-factor degradation detected,false
7876,WARNING,87.32,HEALTHY,Multi-factor degradation detected,false
7877,WARNING,93.60,HEALTHY,Multi-factor degradation detected,false
7878,WARNING,92.09,HEALTHY,Multi-factor degradation detected,false
7879,WARNING,92.34,HEALTHY,Multi-factor degradation detected,false
7880,WARNING,93.69,HEALTHY,Multi-factor degradation detected,false
7881,WARNING,91.65,HEALTHY,Multi-factor degradation detected,false
7882,WARNING,92.25,HEALTHY,Multi-factor degradation detected,false
7883,WARNING,89.78,HEALTHY,Multi-factor degradation detected,false
7884,WARNING,89.81,HEALTHY,Multi-factor degradation detected,false
7885,FAILURE_CONFIRMED,83.90,HEALTHY,Multi-factor degradation detected,true
7886,WARNING,89.89,HEALTHY,Multi-factor degradation detected,false
7887,WARNING,78.61,HEALTHY,Rotational speed anomaly (2174rpm),false
7888,WARNING,88.98,HEALTHY,Multi-factor degradation detected,false
7889,WARNING,87.19,HEALTHY,Multi-factor degradation detected,false
7890,WARNING,80.56,HEALTHY,Multi-factor degradation detected,false
7891,WARNING,83.57,HEALTHY,Multi-factor degradation detected,false
7892,WARNING,87.31,HEALTHY,Multi-factor degradation detected,false
7893,WARNING,86.88,HEALTHY,Multi-factor degradation detected,false
7894,WARNING,86.31,HEALTHY,Multi-factor degradation detected,false
7895,WARNING,86.05,HEALTHY,Multi-factor degradation detected,false
7896,WARNING,83.65,HEALTHY,Multi-factor degradation detected,false
7897,WARNING,82.85,HEALTHY,Multi-factor degradation detected,false
7898,WARNING,82.90,HEALTHY,Multi-factor degradation detected,false
7899,WARNING,82.97,HEALTHY,Multi-factor degradation detected,false
7900,WARNING,81.96,HEALTHY,Multi-factor degradation detected,false
7901,WARNING,75.72,HEALTHY,Multi-factor degradation detected,false
7902,WARNING,83.50,HEALTHY,Multi-factor degradation detected,false
7903,WARNING,81.71,HEALTHY,Multi-factor degradation detected,false
7904,WARNING,82.66,HEALTHY,Multi-factor degradation detected,false
7905,WARNING,77.95,HEALTHY,Multi-factor degradation detected,false
7906,WARNING,81.75,HEALTHY,Multi-factor degradation detected,false
7907,WARNING,79.18,HEALTHY,Multi-factor degradation detected,false
7908,WARNING,76.60,HEALTHY,Multi-factor degradation detected,false
7909,WARNING,76.79,HEALTHY,Multi-factor degradation detected,false
7910,WARNING,80.30,HEALTHY,Multi-factor degradation detected,false
7911,WARNING,86.24,HEALTHY,Multi-factor degradation detected,false
7912,WARNING,88.21,HEALTHY,Multi-factor degradation detected,false
7913,WARNING,87.86,HEALTHY,Multi-factor degradation detected,false
7914,WARNING,87.51,HEALTHY,Multi-factor degradation detected,false
7915,WARNING,87.16,HEALTHY,Multi-factor degradation detected,false
7916,WARNING,86.24,HEALTHY,Multi-factor degradation detected,false
7917,WARNING,85.36,HEALTHY,Multi-factor degradation detected,false
7918,WARNING,84.96,HEALTHY,Multi-factor degradation detected,false
7919,WARNING,84.66,HEALTHY,Multi-factor degradation detected,false
7923,WARNING,83.39,HEALTHY,Multi-factor degradation detected,false
7924,WARNING,81.70,HEALTHY,Multi-factor degradation detected,false
7925,WARNING,81.08,HEALTHY,Multi-factor degradation detected,false
7926,WARNING,79.54,HEALTHY,Multi-factor degradation detected,false
7927,FAILURE_CONFIRMED,74.86,HEALTHY,Multi-factor degradation detected,true
7928,WARNING,80.76,HEALTHY,Multi-factor degradation detected,false
7929,WARNING,80.54,HEALTHY,Multi-factor degradation detected,false
7930,WARNING,78.25,HEALTHY,Multi-factor degradation detected,false
7931,WARNING,78.07,HEALTHY,Critical tool wear (203min),false
7932,WARNING,79.26,HEALTHY,Critical tool wear (205min),false
7933,WARNING,78.88,HEALTHY,Critical tool wear (207min),false
7934,WARNING,70.04,HEALTHY,Critical tool wear (209min),false
7935,WARNING,76.00,HEALTHY,Critical tool wear (211min),false
7936,WARNING,77.56,HEALTHY,Critical tool wear (214min),false
7937,WARNING,75.69,HEALTHY,Critical tool wear (217min),false
7938,WARNING,75.06,HEALTHY,Critical tool wear (219min),false
7939,WARNING,74.70,HEALTHY,Critical tool wear (221min),false
7940,WARNING,76.02,HEALTHY,Critical tool wear (223min),false
7956,WARNING,91.21,HEALTHY,Multi-factor degradation detected,false
7959,WARNING,95.47,HEALTHY,Multi-factor degradation detected,false
7960,WARNING,95.75,HEALTHY,Multi-factor degradation detected,false
7961,WARNING,96.90,HEALTHY,Multi-factor degradation detected,false
7962,WARNING,88.22,HEALTHY,Multi-factor degradation detected,false
7963,WARNING,94.22,HEALTHY,Multi-factor degradation detected,false
7964,WARNING,95.38,HEALTHY,Multi-factor degradation detected,false
7965,WARNING,95.11,HEALTHY,Multi-factor degradation detected,false
7966,WARNING,94.59,HEALTHY,Multi-factor degradation detected,false
7967,WARNING,94.33,HEALTHY,Multi-factor degradation detected,false
7968,WARNING,92.42,HEALTHY,Multi-factor degradation detected,false
7969,WARNING,85.42,HEALTHY,Multi-factor degradation detected,false
7970,WARNING,89.63,HEALTHY,Multi-factor degradation detected,false
7971,WARNING,89.63,HEALTHY,Multi-factor degradation detected,false
7972,WARNING,90.87,HEALTHY,Multi-factor degradation detected,false
7973,WARNING,89.34,HEALTHY,Multi-factor degradation detected,false
7974,WARNING,89.52,HEALTHY,Multi-factor degradation detected,false
7975,WARNING,91.04,HEALTHY,Multi-factor degradation detected,false
7976,WARNING,90.69,HEALTHY,Multi-factor degradation detected,false
7977,WARNING,88.53,HEALTHY,Multi-factor degradation detected,false
7978,WARNING,83.00,HEALTHY,Multi-factor degradation detected,false
7979,WARNING,86.59,HEALTHY,Multi-factor degradation detected,false
7980,WARNING,88.55,HEALTHY,Multi-factor degradation detected,false
7981,WARNING,88.03,HEALTHY,Multi-factor degradation detected,false
7982,WARNING,87.64,HEALTHY,Multi-factor degradation detected,false
7983,WARNING,87.29,HEALTHY,Multi-factor degradation detected,false
7984,WARNING,85.47,HEALTHY,Multi-factor degradation detected,false
7985,WARNING,85.32,HEALTHY,Multi-factor degradation detected,false
7986,WARNING,84.91,HEALTHY,Multi-factor degradation detected,false
7987,WARNING,84.52,HEALTHY,Multi-factor degradation detected,false
7988,WARNING,85.58,HEALTHY,Multi-factor degradation detected,false
7989,WARNING,83.35,HEALTHY,Multi-factor degradation detected,false
7990,WARNING,84.22,HEALTHY,Multi-factor degradation detected,false
7991,WARNING,79.56,HEALTHY,Multi-factor degradation detected,false
7992,WARNING,83.39,HEALTHY,Multi-factor degradation detected,false
7993,WARNING,78.69,HEALTHY,Multi-factor degradation detected,false
7994,WARNING,80.87,HEALTHY,Multi-factor degradation detected,false
7995,WARNING,82.21,HEALTHY,Multi-factor degradation detected,false
7996,WARNING,78.15,HEALTHY,Multi-factor degradation detected,false
7997,WARNING,81.55,HEALTHY,Multi-factor degradation detected,false
7998,FAILURE_CONFIRMED,69.21,WARNING,Rotational speed anomaly (2710rpm),true
7999,WARNING,78.50,HEALTHY,Multi-factor degradation detected,false
8000,WARNING,78.49,HEALTHY,Multi-factor degradation detected,false
8003,WARNING,79.38,HEALTHY,Multi-factor degradation detected,false
8004,WARNING,77.16,HEALTHY,Multi-factor degradation detected,false
8007,WARNING,84.46,HEALTHY,Multi-factor degradation detected,false
8008,WARNING,83.36,HEALTHY,Multi-factor degradation detected,false
8011,WARNING,76.26,HEALTHY,Multi-factor degradation detected,false
8013,WARNING,76.83,HEALTHY,Multi-factor degradation detected,false
8014,WARNING,80.59,HEALTHY,Multi-factor degradation detected,false
8015,WARNING,82.03,HEALTHY,Multi-factor degradation detected,false
8016,WARNING,81.62,HEALTHY,Multi-factor degradation detected,false
8017,WARNING,81.15,HEALTHY,Multi-factor degradation detected,false
8018,WARNING,80.58,HEALTHY,Multi-factor degradation detected,false
8019,WARNING,71.95,HEALTHY,Multi-factor degradation detected,false
8020,WARNING,78.05,HEALTHY,Multi-factor degradation detected,false
8021,WARNING,75.88,HEALTHY,Critical tool wear (202min),false
8022,WARNING,77.35,HEALTHY,Critical tool wear (207min),false
8023,WARNING,78.18,HEALTHY,Critical tool wear (210min),false
8024,WARNING,77.83,HEALTHY,Critical tool wear (212min),false
8025,WARNING,76.95,HEALTHY,Critical tool wear (217min),false
8026,WARNING,74.69,HEALTHY,Critical tool wear (219min),false
8027,FAILURE_CONFIRMED,74.31,HEALTHY,Critical tool wear (222min),true
8028,WARNING,75.91,HEALTHY,Critical tool wear (224min),false
8029,WARNING,75.60,HEALTHY,Critical tool wear (226min),false
8046,WARNING,91.31,HEALTHY,Multi-factor degradation detected,false
8092,WARNING,82.05,HEALTHY,Multi-factor degradation detected,false
8103,WARNING,82.07,HEALTHY,Multi-factor degradation detected,false
8104,WARNING,83.06,HEALTHY,Multi-factor degradation detected,false
8105,WARNING,80.85,HEALTHY,Multi-factor degradation detected,false
8106,WARNING,80.43,HEALTHY,Multi-factor degradation detected,false
8107,WARNING,79.93,HEALTHY,Multi-factor degradation detected,false
8108,WARNING,79.56,HEALTHY,Multi-factor degradation detected,false
8109,WARNING,79.06,HEALTHY,Multi-factor degradation detected,false
8110,WARNING,75.79,HEALTHY,Critical tool wear (202min),false
8111,WARNING,68.64,WARNING,Critical tool wear (204min),false
8112,FAILURE_CONFIRMED,77.19,HEALTHY,Critical tool wear (209min),true
8116,WARNING,91.50,HEALTHY,Multi-factor degradation detected,false
8120,WARNING,91.59,HEALTHY,Multi-factor degradation detected,false
8182,WARNING,75.65,HEALTHY,Multi-factor degradation detected,false
8183,WARNING,81.95,HEALTHY,Multi-factor degradation detected,false
8184,WARNING,81.37,HEALTHY,Multi-factor degradation detected,false
8185,WARNING,71.60,HEALTHY,Rotational speed anomaly (2144rpm),false
8186,WARNING,82.26,HEALTHY,Multi-factor degradation detected,false
8187,WARNING,77.62,HEALTHY,Multi-factor degradation detected,false
8188,WARNING,80.28,HEALTHY,Multi-factor degradation detected,false
8189,WARNING,81.34,HEALTHY,Multi-factor degradation detected,false
8190,WARNING,72.13,HEALTHY,Critical tool wear (201min),false
8191,WARNING,80.41,HEALTHY,Critical tool wear (203min),false
8192,WARNING,78.04,HEALTHY,Critical tool wear (206min),false
8193,FAILURE_CONFIRMED,69.55,WARNING,Critical tool wear (209min),true
8194,WARNING,70.88,HEALTHY,Critical tool wear (211min),false
8195,WARNING,77.55,HEALTHY,Critical tool wear (213min),false
8196,FAILURE_CONFIRMED,76.14,HEALTHY,Critical tool wear (215min),true
8197,WARNING,76.73,HEALTHY,Critical tool wear (217min),false
8198,WARNING,76.50,HEALTHY,Critical tool wear (219min),false
8199,WARNING,75.62,HEALTHY,Critical tool wear (222min),false
8200,FAILURE_CONFIRMED,73.03,HEALTHY,Critical tool wear (225min),true
8217,WARNING,91.06,HEALTHY,Multi-factor degradation detected,false
8227,WARNING,88.76,HEALTHY,Multi-factor degradation detected,false
8246,FAILURE_CONFIRMED,79.76,HEALTHY,Multi-factor degradation detected,true
8257,WARNING,77.64,HEALTHY,Multi-factor degradation detected,false
8271,WARNING,83.90,HEALTHY,Multi-factor degradation detected,false
8272,WARNING,81.40,HEALTHY,Multi-factor degradation detected,false
8273,WARNING,81.00,HEALTHY,Multi-factor degradation detected,false
8274,WARNING,74.79,HEALTHY,Multi-factor degradation detected,false
8275,WARNING,80.39,HEALTHY,Multi-factor degradation detected,false
8276,WARNING,77.95,HEALTHY,Multi-factor degradation detected,false
8277,WARNING,79.31,HEALTHY,Multi-factor degradation detected,false
8278,WARNING,73.42,HEALTHY,Critical tool wear (202min),false
8279,WARNING,78.89,HEALTHY,Critical tool wear (207min),false
8280,WARNING,75.67,HEALTHY,Critical tool wear (209min),false
8281,WARNING,79.57,HEALTHY,Critical tool wear (211min),false
8282,WARNING,79.18,HEALTHY,Critical tool wear (213min),false
8283,WARNING,76.84,HEALTHY,Critical tool wear (218min),false
8284,WARNING,76.28,HEALTHY,Critical tool wear (221min),false
8308,FAILURE_CONFIRMED,88.07,HEALTHY,Multi-factor degradation detected,true
8328,WARNING,78.59,HEALTHY,Multi-factor degradation detected,false
8350,WARNING,83.51,HEALTHY,Multi-factor degradation detected,false
8351,WARNING,82.74,HEALTHY,Multi-factor degradation detected,false
8352,WARNING,81.50,HEALTHY,Multi-factor degradation detected,false
8353,WARNING,83.37,HEALTHY,Multi-factor degradation detected,false
8354,WARNING,76.72,HEALTHY,Multi-factor degradation detected,false
8355,WARNING,80.76,HEALTHY,Multi-factor degradation detected,false
8356,WARNING,80.81,HEALTHY,Multi-factor degradation detected,false
8357,WARNING,75.72,HEALTHY,Multi-factor degradation detected,false
8358,FAILURE_CONFIRMED,80.12,HEALTHY,Critical tool wear (203min),true
8363,WARNING,91.66,HEALTHY,Multi-factor degradation detected,false
8375,WARNING,89.69,HEALTHY,Multi-factor degradation detected,false
8379,WARNING,91.56,HEALTHY,Multi-factor degradation detected,false
8391,WARNING,84.95,HEALTHY,Multi-factor degradation detected,false
8400,WARNING,82.22,HEALTHY,Multi-factor degradation detected,false
8423,WARNING,78.49,HEALTHY,Multi-factor degradation detected,false
8430,WARNING,84.84,HEALTHY,Multi-factor degradation detected,false
8431,WARNING,78.33,HEALTHY,Multi-factor degradation detected,false
8432,WARNING,81.81,HEALTHY,Multi-factor degradation detected,false
8433,WARNING,83.47,HEALTHY,Multi-factor degradation detected,false
8434,WARNING,81.37,HEALTHY,Multi-factor degradation detected,false
8435,WARNING,80.70,HEALTHY,Multi-factor degradation detected,false
8436,WARNING,82.12,HEALTHY,Multi-factor degradation detected,false
8437,WARNING,79.60,HEALTHY,Critical tool wear (201min),false
8438,FAILURE_CONFIRMED,71.23,HEALTHY,Critical tool wear (203min),true
8439,WARNING,81.02,HEALTHY,Critical tool wear (205min),false
8440,WARNING,79.37,HEALTHY,Critical tool wear (207min),false
8441,WARNING,93.15,HEALTHY,Multi-factor degradation detected,false
8456,WARNING,93.11,HEALTHY,Multi-factor degradation detected,false
8470,WARNING,86.19,HEALTHY,Multi-factor degradation detected,false
8479,WARNING,83.84,HEALTHY,Multi-factor degradation detected,false
8491,WARNING,80.50,HEALTHY,Multi-factor degradation detected,false
8503,WARNING,82.49,HEALTHY,Multi-factor degradation detected,false
8514,WARNING,85.36,HEALTHY,Multi-factor degradation detected,false
8515,WARNING,83.36,HEALTHY,Multi-factor degradation detected,false
8516,WARNING,83.23,HEALTHY,Multi-factor degradation detected,false
8517,WARNING,82.29,HEALTHY,Multi-factor degradation detected,false
8518,WARNING,81.22,HEALTHY,Multi-factor degradation detected,false
8519,WARNING,80.94,HEALTHY,Multi-factor degradation detected,false
8520,WARNING,82.65,HEALTHY,Multi-factor degradation detected,false
8521,WARNING,80.47,HEALTHY,Multi-factor degradation detected,false
8522,WARNING,79.84,HEALTHY,Critical tool wear (202min),false
8533,WARNING,93.30,HEALTHY,Multi-factor degradation detected,false
